customer_id,customer_name,email,phone,preferred_categories,budget_level,city,registered_at,gender,age_group
892,Khách hàng 892,customer892@email.com,0997162488,Áo sơ mi,low,Hà Nội,2023-03-03,Nữ,18-25
893,Khách hàng 893,customer893@email.com,0921813934,Áo khoác|Chân váy,low,Buôn Ma Thuột,2022-01-17,Nữ,36-45
894,Khách hàng 894,customer894@email.com,0981056927,Áo cưới,medium,Hà Nội,2022-09-17,Nam,26-35
895,Khách hàng 895,customer895@email.com,0941702866,Quần tây|Áo sơ mi,low,TP.HCM,2023-10-24,Nam,26-35
896,Khách hàng 896,customer896@email.com,0947606981,Chân váy,low,Biên Hòa,2022-04-07,Nữ,18-25
897,Khách hàng 897,customer897@email.com,0966013532,Chân váy|Áo cưới,medium,Hà Nội,2022-05-08,Nam,36-45
898,Khách hàng 898,customer898@email.com,0937750491,Chân váy|Đầm dạ hội,low,Đà Nẵng,2024-08-29,Nữ,46-55
899,Khách hàng 899,customer899@email.com,0967722252,Chân váy|Đầm dạ hội,medium,Đà Nẵng,2021-10-25,Nam,18-25
900,Khách hàng 900,customer900@email.com,0929531743,Vest|Đầm dạ hội|Quần tây,high,Biên Hòa,2021-03-02,Nữ,26-35
901,Khách hàng 901,customer901@email.com,0935224021,Áo sơ mi|Đầm dạ hội,low,TP.HCM,2021-08-07,Nữ,36-45
902,Khách hàng 902,customer902@email.com,0940992534,Đồ thể thao|Áo cưới|Chân váy,low,TP.HCM,2024-11-08,Nữ,18-25
903,Khách hàng 903,customer903@email.com,0962004039,Áo khoác|Quần tây|Đầm dạ hội,medium,TP.HCM,2023-10-04,Nam,26-35
904,Khách hàng 904,customer904@email.com,0965437830,Áo sơ mi,medium,Buôn Ma Thuột,2022-04-01,Nữ,18-25
905,Khách hàng 905,customer905@email.com,0953606752,Đồ thể thao|Áo khoác,high,Hà Nội,2023-07-27,Nữ,36-45
906,Khách hàng 906,customer906@email.com,0992074794,Quần tây|Váy công sở,medium,Đà Nẵng,2024-03-17,Nữ,36-45
907,Khách hàng 907,customer907@email.com,0915692967,Vest|Áo khoác|Chân váy,medium,Hà Nội,2022-05-19,Nữ,36-45
908,Khách hàng 908,customer908@email.com,0968995922,Áo dài|Áo cưới|Áo sơ mi,high,Hải Phòng,2023-03-27,Nam,18-25
909,Khách hàng 909,customer909@email.com,0979386491,Đồ thể thao|Áo dài,medium,Huế,2021-10-19,Nam,26-35
910,Khách hàng 910,customer910@email.com,0983337520,Đồ thể thao,medium,Hà Nội,2021-10-05,Nam,26-35
911,Khách hàng 911,customer911@email.com,0943565477,Áo cưới|Áo khoác|Vest,medium,Biên Hòa,2022-10-26,Nữ,36-45
912,Khách hàng 912,customer912@email.com,0925322958,Vest,medium,Hà Nội,2024-12-17,Nữ,26-35
913,Khách hàng 913,customer913@email.com,0983866174,Đồ thể thao|Đầm dạ hội|Váy công sở,low,TP.HCM,2023-02-19,Nam,46-55
914,Khách hàng 914,customer914@email.com,0929408873,Đầm dạ hội,high,TP.HCM,2022-01-02,Nam,36-45
915,Khách hàng 915,customer915@email.com,0925777827,Áo sơ mi|Đầm dạ hội,high,TP.HCM,2021-09-27,Nữ,18-25
916,Khách hàng 916,customer916@email.com,0910771825,Áo khoác|Chân váy,high,TP.HCM,2024-05-30,Nữ,26-35
917,Khách hàng 917,customer917@email.com,0990693921,Áo khoác|Vest,low,Biên Hòa,2024-05-14,Nam,36-45
918,Khách hàng 918,customer918@email.com,0934808803,Áo dài,low,Hà Nội,2021-10-31,Nam,18-25
919,Khách hàng 919,customer919@email.com,0921771255,Đồ thể thao|Áo sơ mi|Quần tây,low,Buôn Ma Thuột,2021-04-11,Nam,26-35
920,Khách hàng 920,customer920@email.com,0971114408,Đồ thể thao|Chân váy|Đầm dạ hội,medium,TP.HCM,2024-03-31,Nữ,26-35
921,Khách hàng 921,customer921@email.com,0983882978,Vest|Váy công sở,low,TP.HCM,2021-05-13,Nữ,26-35
922,Khách hàng 922,customer922@email.com,0938058347,Váy công sở|Chân váy|Áo cưới,low,Huế,2024-06-07,Nữ,26-35
923,Khách hàng 923,customer923@email.com,0991171931,Áo khoác,low,Huế,2024-12-18,Nam,26-35
924,Khách hàng 924,customer924@email.com,0979753731,Quần tây|Đầm dạ hội|Áo khoác,medium,Nha Trang,2024-07-18,Nữ,26-35
925,Khách hàng 925,customer925@email.com,0925865493,Áo cưới|Áo dài,medium,Hải Phòng,2021-02-19,Nữ,26-35
926,Khách hàng 926,customer926@email.com,0954800838,Váy công sở|Đồ thể thao|Áo dài,medium,Huế,2022-12-18,Nam,26-35
927,Khách hàng 927,customer927@email.com,0951308532,Áo sơ mi|Vest,medium,Hà Nội,2022-09-07,Nam,36-45
928,Khách hàng 928,customer928@email.com,0933572537,Váy công sở|Áo dài,medium,Hà Nội,2022-02-02,Nữ,46-55
929,Khách hàng 929,customer929@email.com,0974625235,Đầm dạ hội,medium,Biên Hòa,2021-11-15,Nữ,26-35
930,Khách hàng 930,customer930@email.com,0950177237,Áo dài|Chân váy,medium,Hà Nội,2024-03-03,Nữ,26-35
931,Khách hàng 931,customer931@email.com,0930039365,Quần tây|Đồ thể thao|Vest,high,Hà Nội,2022-07-29,Nữ,26-35
932,Khách hàng 932,customer932@email.com,0991294213,Đồ thể thao,low,TP.HCM,2023-03-09,Nữ,26-35
933,Khách hàng 933,customer933@email.com,0965548633,Áo dài|Áo sơ mi,medium,TP.HCM,2021-06-27,Nữ,55+
934,Khách hàng 934,customer934@email.com,0950576475,Chân váy,low,Hải Phòng,2021-12-25,Nữ,46-55
935,Khách hàng 935,customer935@email.com,0974781956,Chân váy|Áo dài,low,Hà Nội,2023-10-22,Nữ,46-55
936,Khách hàng 936,customer936@email.com,0923187101,Quần tây|Đầm dạ hội,medium,TP.HCM,2023-11-24,Nữ,26-35
937,Khách hàng 937,customer937@email.com,0951739205,Chân váy|Vest|Áo dài,medium,Huế,2021-04-01,Nam,26-35
938,Khách hàng 938,customer938@email.com,0979870757,Vest,medium,TP.HCM,2024-09-11,Nữ,36-45
939,Khách hàng 939,customer939@email.com,0936918105,Quần tây,low,Đà Nẵng,2022-01-30,Nữ,36-45
940,Khách hàng 940,customer940@email.com,0946726921,Đầm dạ hội|Đồ thể thao,low,Huế,2021-08-23,Nữ,26-35
941,Khách hàng 941,customer941@email.com,0946379997,Chân váy|Quần tây,high,Nha Trang,2021-10-17,Nữ,18-25
942,Khách hàng 942,customer942@email.com,0982555030,Đồ thể thao|Quần tây,low,TP.HCM,2023-06-28,Nữ,18-25
943,Khách hàng 943,customer943@email.com,0967239263,Áo dài|Vest,low,Huế,2023-03-14,Nữ,46-55
944,Khách hàng 944,customer944@email.com,0954604858,Áo khoác|Quần tây|Áo sơ mi,medium,Cần Thơ,2022-02-10,Nữ,55+
945,Khách hàng 945,customer945@email.com,0922470997,Đồ thể thao|Đầm dạ hội,medium,Đà Nẵng,2024-12-01,Nữ,36-45
946,Khách hàng 946,customer946@email.com,0940037183,Áo khoác|Áo cưới,high,Huế,2021-10-22,Nữ,26-35
947,Khách hàng 947,customer947@email.com,0975432046,Quần tây|Đồ thể thao|Áo khoác,low,TP.HCM,2021-03-03,Nữ,46-55
948,Khách hàng 948,customer948@email.com,0978175850,Quần tây|Đầm dạ hội,medium,Cần Thơ,2021-07-30,Nam,36-45
949,Khách hàng 949,customer949@email.com,0981503899,Áo sơ mi,medium,Hà Nội,2023-08-03,Nữ,26-35
950,Khách hàng 950,customer950@email.com,0955729880,Váy công sở|Vest,high,Huế,2022-03-03,Nữ,26-35
951,Khách hàng 951,customer951@email.com,0933231136,Chân váy|Áo cưới,medium,Hải Phòng,2024-09-19,Nữ,46-55
952,Khách hàng 952,customer952@email.com,0990003898,Đồ thể thao,medium,TP.HCM,2023-08-07,Nữ,26-35
953,Khách hàng 953,customer953@email.com,0990048179,Vest|Đồ thể thao,medium,Huế,2023-02-16,Nam,26-35
954,Khách hàng 954,customer954@email.com,0995380301,Đồ thể thao,high,Cần Thơ,2021-01-01,Nữ,26-35
955,Khách hàng 955,customer955@email.com,0937603443,Đồ thể thao|Áo khoác|Áo cưới,high,Hà Nội,2024-10-27,Nữ,36-45
956,Khách hàng 956,customer956@email.com,0988212291,Quần tây|Vest,medium,Đà Nẵng,2021-01-17,Nữ,46-55
957,Khách hàng 957,customer957@email.com,0983670115,Quần tây,low,Đà Nẵng,2021-04-19,Nữ,18-25
958,Khách hàng 958,customer958@email.com,0967943873,Áo dài|Áo cưới,medium,Huế,2024-12-09,Nữ,26-35
959,Khách hàng 959,customer959@email.com,0998917575,Chân váy|Áo cưới,medium,TP.HCM,2021-12-22,Nữ,55+
960,Khách hàng 960,customer960@email.com,0999934747,Đầm dạ hội|Áo sơ mi,low,TP.HCM,2021-09-15,Nam,36-45
961,Khách hàng 961,customer961@email.com,0921363335,Váy công sở|Đầm dạ hội,medium,Hà Nội,2021-10-09,Nữ,36-45
962,Khách hàng 962,customer962@email.com,0978372512,Váy công sở|Đầm dạ hội|Áo khoác,medium,Đà Nẵng,2023-05-19,Nữ,18-25
963,Khách hàng 963,customer963@email.com,0977340900,Áo dài|Áo khoác|Áo cưới,medium,Đà Nẵng,2022-07-06,Nữ,55+
964,Khách hàng 964,customer964@email.com,0987882357,Áo khoác|Quần tây|Vest,high,TP.HCM,2023-09-14,Nữ,26-35
965,Khách hàng 965,customer965@email.com,0920500470,Áo khoác|Chân váy,high,TP.HCM,2023-12-08,Nữ,36-45
966,Khách hàng 966,customer966@email.com,0992280717,Vest|Chân váy|Áo sơ mi,high,Đà Nẵng,2021-04-19,Nam,26-35
967,Khách hàng 967,customer967@email.com,0966507825,Đồ thể thao|Quần tây,high,Hải Phòng,2022-12-24,Nam,18-25
968,Khách hàng 968,customer968@email.com,0994463223,Áo sơ mi|Đồ thể thao|Áo dài,medium,Huế,2023-08-28,Nữ,26-35
969,Khách hàng 969,customer969@email.com,0975063411,Đồ thể thao|Áo dài|Áo sơ mi,low,TP.HCM,2021-06-18,Nữ,26-35
970,Khách hàng 970,customer970@email.com,0911906295,Áo sơ mi|Đồ thể thao|Chân váy,medium,Vũng Tàu,2021-08-17,Nữ,36-45
971,Khách hàng 971,customer971@email.com,0941701674,Đầm dạ hội|Áo sơ mi,low,Đà Nẵng,2023-09-21,Nam,55+
972,Khách hàng 972,customer972@email.com,0930689702,Đồ thể thao,high,Hà Nội,2023-10-13,Nữ,36-45
973,Khách hàng 973,customer973@email.com,0917291483,Đầm dạ hội|Áo cưới|Quần tây,low,Nha Trang,2024-08-08,Nam,26-35
974,Khách hàng 974,customer974@email.com,0981473736,Áo sơ mi|Áo khoác,medium,Cần Thơ,2022-04-24,Nữ,18-25
975,Khách hàng 975,customer975@email.com,0970239684,Áo dài|Áo sơ mi,medium,Buôn Ma Thuột,2023-02-22,Nữ,18-25
976,Khách hàng 976,customer976@email.com,0954958564,Quần tây|Váy công sở|Áo sơ mi,low,TP.HCM,2022-07-08,Nữ,26-35
977,Khách hàng 977,customer977@email.com,0934148004,Áo cưới|Đồ thể thao|Quần tây,medium,Cần Thơ,2022-10-04,Nữ,18-25
978,Khách hàng 978,customer978@email.com,0923946199,Chân váy,medium,TP.HCM,2024-11-04,Nam,18-25
979,Khách hàng 979,customer979@email.com,0922340150,Đồ thể thao,high,Cần Thơ,2021-04-27,Nữ,55+
980,Khách hàng 980,customer980@email.com,0991159552,Vest|Đồ thể thao|Chân váy,medium,Hải Phòng,2021-09-24,Nữ,46-55
981,Khách hàng 981,customer981@email.com,0934731360,Vest,low,Cần Thơ,2022-06-03,Nam,26-35
982,Khách hàng 982,customer982@email.com,0944539133,Váy công sở|Quần tây,high,Hà Nội,2021-11-28,Nam,26-35
983,Khách hàng 983,customer983@email.com,0945522715,Áo sơ mi,medium,Đà Nẵng,2021-12-31,Nữ,36-45
984,Khách hàng 984,customer984@email.com,0924553291,Áo khoác,medium,Hà Nội,2021-10-22,Nữ,18-25
985,Khách hàng 985,customer985@email.com,0914678950,Áo sơ mi|Vest,low,Cần Thơ,2021-05-30,Nữ,18-25
986,Khách hàng 986,customer986@email.com,0915078212,Đầm dạ hội|Áo dài,medium,TP.HCM,2024-09-23,Nam,26-35
987,Khách hàng 987,customer987@email.com,0975857881,Chân váy,medium,Nha Trang,2023-09-07,Nữ,36-45
988,Khách hàng 988,customer988@email.com,0974701849,Áo cưới|Áo dài|Váy công sở,medium,Vũng Tàu,2021-09-06,Nữ,36-45
989,Khách hàng 989,customer989@email.com,0959037166,Áo dài|Vest,high,Hà Nội,2023-12-31,Nữ,36-45
990,Khách hàng 990,customer990@email.com,0984420438,Áo cưới|Đầm dạ hội,high,Cần Thơ,2021-03-22,Nam,26-35
991,Khách hàng 991,customer991@email.com,0975297400,Quần tây,high,Hà Nội,2021-06-23,Nam,18-25
992,Khách hàng 992,customer992@email.com,0942008932,Đồ thể thao,medium,Hải Phòng,2023-09-29,Nữ,26-35
993,Khách hàng 993,customer993@email.com,0955538076,Áo dài|Đồ thể thao,medium,Cần Thơ,2021-04-25,Nữ,26-35
994,Khách hàng 994,customer994@email.com,0987758465,Chân váy|Áo khoác|Đầm dạ hội,high,TP.HCM,2022-04-23,Nam,36-45
995,Khách hàng 995,customer995@email.com,0942572300,Đồ thể thao|Áo dài,medium,TP.HCM,2024-12-07,Nữ,46-55
996,Khách hàng 996,customer996@email.com,0992037350,Áo khoác,high,TP.HCM,2021-12-16,Nữ,18-25
997,Khách hàng 997,customer997@email.com,0937198033,Đồ thể thao|Áo cưới|Vest,medium,Nha Trang,2023-05-23,Nữ,26-35
998,Khách hàng 998,customer998@email.com,0983267417,Đồ thể thao,medium,Buôn Ma Thuột,2021-10-09,Nam,18-25
999,Khách hàng 999,customer999@email.com,0918485498,Quần tây,low,Hải Phòng,2021-09-05,Nam,26-35
1000,Khách hàng 1000,customer1000@email.com,0942701425,Áo khoác,low,TP.HCM,2024-04-06,Nữ,36-45
1001,Khách hàng 1001,customer1001@email.com,0975359668,Áo dài,low,TP.HCM,2021-06-15,Nam,36-45
1002,Khách hàng 1002,customer1002@email.com,0927031212,Váy công sở|Áo khoác,low,Hà Nội,2022-02-27,Nữ,26-35
1003,Khách hàng 1003,customer1003@email.com,0915049433,Đồ thể thao,low,Đà Nẵng,2024-05-06,Nữ,36-45
1004,Khách hàng 1004,customer1004@email.com,0910613380,Quần tây|Váy công sở,low,TP.HCM,2024-02-17,Nữ,18-25
1005,Khách hàng 1005,customer1005@email.com,0939430744,Chân váy|Đồ thể thao,high,Cần Thơ,2023-08-09,Nam,18-25
1006,Khách hàng 1006,customer1006@email.com,0976775311,Áo khoác,low,Vũng Tàu,2021-12-28,Nam,26-35
1007,Khách hàng 1007,customer1007@email.com,0943739891,Váy công sở,medium,Biên Hòa,2022-11-16,Nữ,18-25
1008,Khách hàng 1008,customer1008@email.com,0933607235,Chân váy,high,Đà Nẵng,2021-11-20,Nam,46-55
1009,Khách hàng 1009,customer1009@email.com,0936675960,Áo khoác|Quần tây|Váy công sở,high,TP.HCM,2024-10-18,Nam,26-35
1010,Khách hàng 1010,customer1010@email.com,0936837617,Váy công sở,high,TP.HCM,2023-02-09,Nữ,18-25
1011,Khách hàng 1011,customer1011@email.com,0991796786,Đầm dạ hội|Áo cưới,low,Hà Nội,2023-07-21,Nữ,18-25
1012,Khách hàng 1012,customer1012@email.com,0955082572,Áo sơ mi|Áo cưới,low,Đà Nẵng,2021-09-18,Nam,18-25
1013,Khách hàng 1013,customer1013@email.com,0932978251,Áo khoác|Váy công sở,low,Hà Nội,2022-12-05,Nam,36-45
1014,Khách hàng 1014,customer1014@email.com,0921606388,Đầm dạ hội|Chân váy|Áo cưới,high,Đà Nẵng,2023-04-24,Nữ,36-45
1015,Khách hàng 1015,customer1015@email.com,0967460000,Áo sơ mi|Áo dài,low,Hà Nội,2022-05-21,Nam,55+
1016,Khách hàng 1016,customer1016@email.com,0910681501,Đồ thể thao,high,TP.HCM,2023-05-06,Nữ,36-45
1017,Khách hàng 1017,customer1017@email.com,0981285951,Váy công sở,medium,Hải Phòng,2023-03-19,Nữ,26-35
1018,Khách hàng 1018,customer1018@email.com,0984958851,Vest,medium,Hà Nội,2021-01-26,Nam,26-35
1019,Khách hàng 1019,customer1019@email.com,0912138110,Vest,medium,TP.HCM,2023-09-10,Nữ,36-45
1020,Khách hàng 1020,customer1020@email.com,0928605786,Áo dài|Áo khoác|Chân váy,medium,Hải Phòng,2024-12-11,Nữ,26-35
1021,Khách hàng 1021,customer1021@email.com,0954681905,Áo dài|Vest|Váy công sở,low,Hà Nội,2023-12-24,Nam,55+
1022,Khách hàng 1022,customer1022@email.com,0993276088,Đồ thể thao|Áo cưới|Vest,medium,TP.HCM,2022-11-19,Nữ,36-45
1023,Khách hàng 1023,customer1023@email.com,0961399349,Vest,medium,TP.HCM,2023-01-19,Nữ,36-45
1024,Khách hàng 1024,customer1024@email.com,0928576512,Vest|Chân váy|Áo cưới,low,TP.HCM,2022-11-17,Nữ,55+
1025,Khách hàng 1025,customer1025@email.com,0957340158,Áo cưới|Đồ thể thao|Quần tây,medium,Hà Nội,2022-07-02,Nam,26-35
1026,Khách hàng 1026,customer1026@email.com,0980690141,Áo khoác|Chân váy,medium,Đà Nẵng,2021-09-09,Nữ,46-55
1027,Khách hàng 1027,customer1027@email.com,0918808386,Đồ thể thao|Quần tây,high,Đà Nẵng,2022-01-21,Nam,46-55
1028,Khách hàng 1028,customer1028@email.com,0932114547,Vest|Đồ thể thao,low,TP.HCM,2022-07-20,Nam,26-35
1029,Khách hàng 1029,customer1029@email.com,0982670169,Áo dài|Áo sơ mi|Váy công sở,medium,Hà Nội,2021-09-28,Nữ,18-25
1030,Khách hàng 1030,customer1030@email.com,0912957704,Vest,high,Đà Nẵng,2022-04-21,Nam,36-45
1031,Khách hàng 1031,customer1031@email.com,0971472671,Quần tây|Áo khoác|Chân váy,medium,Biên Hòa,2022-09-15,Nam,36-45
1032,Khách hàng 1032,customer1032@email.com,0959915883,Áo khoác,high,TP.HCM,2022-08-14,Nữ,26-35
1033,Khách hàng 1033,customer1033@email.com,0931580852,Đồ thể thao,medium,TP.HCM,2024-12-28,Nam,36-45
1034,Khách hàng 1034,customer1034@email.com,0925692379,Đầm dạ hội|Đồ thể thao|Áo cưới,high,Huế,2021-03-26,Nữ,26-35
1035,Khách hàng 1035,customer1035@email.com,0914655890,Chân váy,medium,Hà Nội,2024-09-25,Nữ,26-35
1036,Khách hàng 1036,customer1036@email.com,0950474667,Chân váy,high,Hà Nội,2021-09-06,Nữ,18-25
1037,Khách hàng 1037,customer1037@email.com,0910576371,Quần tây|Đầm dạ hội,high,Hà Nội,2024-01-24,Nữ,26-35
1038,Khách hàng 1038,customer1038@email.com,0985864089,Đồ thể thao|Đầm dạ hội,medium,TP.HCM,2023-06-25,Nữ,18-25
1039,Khách hàng 1039,customer1039@email.com,0913328008,Chân váy|Vest|Áo sơ mi,medium,TP.HCM,2023-04-03,Nữ,26-35
1040,Khách hàng 1040,customer1040@email.com,0947302753,Áo cưới|Chân váy|Đồ thể thao,low,Đà Nẵng,2022-02-05,Nữ,36-45
1041,Khách hàng 1041,customer1041@email.com,0962938641,Chân váy,medium,Huế,2022-02-03,Nữ,18-25
1042,Khách hàng 1042,customer1042@email.com,0967396933,Quần tây|Váy công sở|Đầm dạ hội,medium,TP.HCM,2023-01-28,Nam,26-35
1043,Khách hàng 1043,customer1043@email.com,0938950113,Chân váy|Vest,medium,Hà Nội,2023-06-29,Nữ,18-25
1044,Khách hàng 1044,customer1044@email.com,0988809974,Váy công sở|Đồ thể thao|Đầm dạ hội,low,TP.HCM,2024-05-09,Nữ,46-55
1045,Khách hàng 1045,customer1045@email.com,0921871327,Vest|Váy công sở,medium,Vũng Tàu,2021-01-14,Nữ,36-45
1046,Khách hàng 1046,customer1046@email.com,0934965358,Đồ thể thao|Đầm dạ hội|Áo cưới,low,Đà Nẵng,2023-02-21,Nữ,26-35
1047,Khách hàng 1047,customer1047@email.com,0940134594,Áo sơ mi|Áo khoác|Chân váy,high,TP.HCM,2021-02-24,Nam,36-45
1048,Khách hàng 1048,customer1048@email.com,0965989834,Áo khoác|Vest|Áo sơ mi,medium,Cần Thơ,2022-01-03,Nam,18-25
1049,Khách hàng 1049,customer1049@email.com,0990381832,Áo khoác|Vest,medium,Đà Nẵng,2023-01-11,Nữ,36-45
1050,Khách hàng 1050,customer1050@email.com,0978790057,Vest|Quần tây,low,Hà Nội,2024-03-24,Nữ,18-25
1051,Khách hàng 1051,customer1051@email.com,0931918943,Đầm dạ hội|Quần tây,low,Hà Nội,2021-04-19,Nữ,26-35
1052,Khách hàng 1052,customer1052@email.com,0995757950,Áo sơ mi|Chân váy,medium,Hải Phòng,2021-06-07,Nam,18-25
1053,Khách hàng 1053,customer1053@email.com,0953299559,Chân váy,high,Cần Thơ,2022-10-10,Nam,36-45
1054,Khách hàng 1054,customer1054@email.com,0929289438,Quần tây|Vest|Đồ thể thao,low,Hà Nội,2021-01-27,Nữ,26-35
1055,Khách hàng 1055,customer1055@email.com,0939242850,Vest,medium,Nha Trang,2021-11-13,Nữ,36-45
1056,Khách hàng 1056,customer1056@email.com,0966015266,Chân váy|Đồ thể thao|Vest,high,TP.HCM,2023-08-02,Nam,18-25
1057,Khách hàng 1057,customer1057@email.com,0928658140,Áo sơ mi|Quần tây,high,Huế,2023-06-25,Nữ,26-35
1058,Khách hàng 1058,customer1058@email.com,0939844365,Áo sơ mi|Áo dài|Vest,high,TP.HCM,2021-09-21,Nam,18-25
1059,Khách hàng 1059,customer1059@email.com,0967016371,Vest,high,TP.HCM,2024-11-15,Nam,26-35
1060,Khách hàng 1060,customer1060@email.com,0924471004,Áo dài|Áo cưới,high,Đà Nẵng,2021-03-09,Nam,18-25
1061,Khách hàng 1061,customer1061@email.com,0950486214,Áo dài|Vest,low,TP.HCM,2024-09-29,Nam,36-45
1062,Khách hàng 1062,customer1062@email.com,0913927092,Áo cưới|Đầm dạ hội|Quần tây,low,Hải Phòng,2021-07-05,Nam,36-45
1063,Khách hàng 1063,customer1063@email.com,0992269619,Đầm dạ hội|Chân váy,medium,TP.HCM,2022-05-11,Nữ,36-45
1064,Khách hàng 1064,customer1064@email.com,0933055043,Áo cưới|Đồ thể thao|Áo sơ mi,low,Cần Thơ,2024-01-06,Nữ,55+
1065,Khách hàng 1065,customer1065@email.com,0969010948,Áo khoác|Quần tây|Đầm dạ hội,high,TP.HCM,2024-10-11,Nữ,26-35
1066,Khách hàng 1066,customer1066@email.com,0940541809,Chân váy,low,Buôn Ma Thuột,2023-04-15,Nam,18-25
1067,Khách hàng 1067,customer1067@email.com,0958486215,Áo khoác,low,Cần Thơ,2024-12-14,Nam,26-35
1068,Khách hàng 1068,customer1068@email.com,0990582915,Áo sơ mi|Áo khoác,medium,Nha Trang,2022-10-01,Nam,26-35
1069,Khách hàng 1069,customer1069@email.com,0973844258,Áo cưới|Vest,medium,TP.HCM,2024-10-22,Nữ,36-45
1070,Khách hàng 1070,customer1070@email.com,0998388851,Áo khoác|Chân váy,low,TP.HCM,2024-10-17,Nữ,36-45
1071,Khách hàng 1071,customer1071@email.com,0918685284,Đầm dạ hội,high,Hà Nội,2023-01-15,Nữ,55+
1072,Khách hàng 1072,customer1072@email.com,0967002833,Áo cưới,low,Cần Thơ,2023-10-20,Nữ,26-35
1073,Khách hàng 1073,customer1073@email.com,0999479873,Váy công sở|Quần tây|Áo khoác,high,Buôn Ma Thuột,2024-05-20,Nữ,18-25
1074,Khách hàng 1074,customer1074@email.com,0943647023,Vest|Đồ thể thao,medium,Huế,2023-09-30,Nam,18-25
1075,Khách hàng 1075,customer1075@email.com,0976858535,Vest,low,TP.HCM,2024-10-20,Nữ,26-35
1076,Khách hàng 1076,customer1076@email.com,0920269972,Đồ thể thao|Vest,high,Hải Phòng,2024-09-15,Nữ,26-35
1077,Khách hàng 1077,customer1077@email.com,0982804811,Áo khoác|Đồ thể thao|Áo sơ mi,high,Đà Nẵng,2022-12-05,Nam,36-45
1078,Khách hàng 1078,customer1078@email.com,0970413482,Vest|Váy công sở,high,Hà Nội,2022-10-07,Nam,18-25
1079,Khách hàng 1079,customer1079@email.com,0967805041,Áo sơ mi|Đầm dạ hội|Áo khoác,medium,Hà Nội,2021-10-03,Nữ,36-45
1080,Khách hàng 1080,customer1080@email.com,0986800757,Chân váy|Đồ thể thao,medium,Nha Trang,2023-08-21,Nữ,26-35
1081,Khách hàng 1081,customer1081@email.com,0992804241,Đồ thể thao|Váy công sở,medium,Buôn Ma Thuột,2024-10-17,Nam,18-25
1082,Khách hàng 1082,customer1082@email.com,0959178730,Đầm dạ hội,high,Huế,2022-12-16,Nữ,36-45
1083,Khách hàng 1083,customer1083@email.com,0956324312,Vest|Váy công sở,medium,TP.HCM,2023-01-02,Nam,26-35
1084,Khách hàng 1084,customer1084@email.com,0918791292,Đồ thể thao|Vest,low,TP.HCM,2022-09-17,Nữ,18-25
1085,Khách hàng 1085,customer1085@email.com,0945784981,Váy công sở|Chân váy|Đồ thể thao,medium,Huế,2021-02-11,Nữ,26-35
1086,Khách hàng 1086,customer1086@email.com,0975546384,Quần tây|Vest,medium,TP.HCM,2021-07-24,Nữ,46-55
1087,Khách hàng 1087,customer1087@email.com,0958765904,Quần tây|Đầm dạ hội|Áo sơ mi,low,Huế,2023-06-12,Nữ,18-25
1088,Khách hàng 1088,customer1088@email.com,0916379551,Áo cưới|Áo sơ mi|Chân váy,high,Hà Nội,2022-09-01,Nam,36-45
1089,Khách hàng 1089,customer1089@email.com,0922714930,Đồ thể thao,medium,TP.HCM,2024-04-27,Nữ,26-35
1090,Khách hàng 1090,customer1090@email.com,0920289344,Quần tây,high,Đà Nẵng,2024-08-27,Nam,36-45
1091,Khách hàng 1091,customer1091@email.com,0963995920,Áo cưới|Váy công sở,medium,Đà Nẵng,2022-05-30,Nữ,18-25
1092,Khách hàng 1092,customer1092@email.com,0935036832,Chân váy,medium,Cần Thơ,2024-03-27,Nữ,55+
1093,Khách hàng 1093,customer1093@email.com,0985982862,Chân váy|Váy công sở,low,TP.HCM,2024-07-07,Nữ,26-35
1094,Khách hàng 1094,customer1094@email.com,0952768905,Áo sơ mi|Váy công sở|Chân váy,medium,Nha Trang,2021-05-12,Nam,26-35
1095,Khách hàng 1095,customer1095@email.com,0990696029,Áo sơ mi,medium,TP.HCM,2022-04-29,Nam,26-35
1096,Khách hàng 1096,customer1096@email.com,0985138440,Áo khoác|Đồ thể thao,medium,Biên Hòa,2023-06-13,Nam,26-35
1097,Khách hàng 1097,customer1097@email.com,0947281925,Áo sơ mi,medium,Huế,2024-09-10,Nam,36-45
1098,Khách hàng 1098,customer1098@email.com,0921264832,Áo dài,medium,Biên Hòa,2022-10-05,Nữ,26-35
1099,Khách hàng 1099,customer1099@email.com,0928865664,Vest|Váy công sở,low,Hải Phòng,2022-04-29,Nữ,26-35
1100,Khách hàng 1100,customer1100@email.com,0922112987,Chân váy|Áo sơ mi|Áo khoác,medium,Hải Phòng,2022-05-03,Nam,46-55
1101,Khách hàng 1101,customer1101@email.com,0939260590,Váy công sở|Áo cưới|Đồ thể thao,low,TP.HCM,2021-10-23,Nam,26-35
1102,Khách hàng 1102,customer1102@email.com,0925161415,Áo dài|Áo khoác|Quần tây,medium,Đà Nẵng,2022-10-11,Nam,26-35
1103,Khách hàng 1103,customer1103@email.com,0973783187,Quần tây,high,TP.HCM,2023-01-24,Nữ,36-45
1104,Khách hàng 1104,customer1104@email.com,0984185883,Áo dài|Áo cưới|Áo sơ mi,medium,Vũng Tàu,2023-02-27,Nữ,46-55
1105,Khách hàng 1105,customer1105@email.com,0941726640,Chân váy,medium,Biên Hòa,2023-06-26,Nữ,55+
